Avg. Area Income,Avg. Area House Age,Avg. Area Number of Rooms,Avg. Area Number of Bedrooms,Area Population,Price,Address
61179.69,6.83,7.74,4.8,33312.33,4122555.68,Port Adamtown
58168.44,7.09,8.97,3.29,31722.42,4386597.47,New Michelleville
64078.47,4.53,5.54,4.73,34045.41,3339975.91,Port Adamtown
75704.28,6.54,5.78,3.89,42501.42,4352102.79,East Lucas
52334.21,6.4,9.05,4.17,24172.86,3704923.93,Port Adamtown
85969.81,7.21,6.19,2.23,39819.68,4561581.41,Lake Christinaport
61719.27,5.46,7.04,4.33,20315.85,3460078.29,New Michelleville
65166.01,5.85,8.25,4.92,31338.4,4022958.0,New Deniseton
86781.9,6.87,4.81,5.6,35454.15,4454033.24,Lake Kathleen
64553.41,6.63,8.55,6.2,36909.06,4307855.88,South Anthony
65020.38,4.53,6.57,4.66,20860.07,3611663.95,South Anthony
55501.9,7.07,9.23,2.61,952.44,3493857.82,South Anthony
56237.64,5.79,7.72,4.68,25403.15,3742312.21,Lake Christinaport
88907.83,5.94,5.99,4.36,34166.94,4410472.64,New Michelleville
74391.99,6.27,7.88,3.6,42538.06,4308864.57,New Michelleville
75358.31,7.41,8.26,4.45,42557.83,4681556.47,New Michelleville
68216.58,7.72,6.75,3.6,44959.2,4305546.22,Lake Kathleen
35948.84,5.37,8.18,4.02,36942.88,3518048.2,Lake Christinaport
93396.13,4.57,7.16,5.55,38374.31,4356807.82,South Anthony
50424.25,6.66,8.11,4.25,20620.72,3731385.13,Port Adamtown
66869.36,5.68,5.06,3.84,31684.05,3833788.32,North Jasonville
61370.2,6.3,6.68,3.45,42180.8,3986606.21,Jenniferstad
75953.23,7.37,6.16,3.16,32455.81,4366485.35,Lake Christinaport
59866.4,6.35,8.02,3.3,28786.43,3974061.72,Lake Kathleen
62217.89,6.08,8.82,4.3,43938.43,4313818.72,Lake Christinaport
67544.75,7.47,5.79,3.06,60519.43,4439178.03,New Deniseton
78200.3,6.18,8.55,4.35,45924.68,4455605.43,North Jasonville
65357.31,4.38,7.12,4.46,34387.37,3829941.42,South Anthony
63375.45,5.65,5.5,4.22,43945.95,3910640.92,New Deniseton
49900.53,6.67,7.4,5.72,39505.68,4017066.44,East Lucas
50171.07,5.69,8.94,3.34,46454.96,4163609.02,East Lucas
53228.97,3.82,5.89,3.6,34955.23,3368699.01,South Anthony
63845.82,4.87,8.36,3.52,34130.1,3737384.97,Rebeccaville
75205.0,4.78,5.7,4.17,20878.12,3710780.91,South Anthony
58940.88,7.92,7.76,5.6,28779.85,4169076.09,South Anthony
79397.97,6.76,6.06,3.95,41708.32,4228545.54,Jenniferstad
81518.96,7.28,7.34,4.8,26862.3,4654192.95,Lake Kathleen
66369.31,3.61,6.65,7.0,43991.82,3747492.29,New Michelleville
80473.4,5.17,6.68,4.51,33356.18,4071955.55,North Jasonville
62643.0,7.34,5.6,2.9,25399.75,3677021.07,North Jasonville
44217.76,5.47,6.46,4.07,35967.34,3537533.1,East Lucas
83561.6,5.74,5.31,4.33,26209.79,3941973.83,Lake Kathleen
59816.62,6.81,8.6,3.95,36529.08,4146761.36,New Michelleville
84784.74,5.17,7.2,4.49,38794.82,4206783.67,East Lucas
58982.29,5.67,6.05,3.97,51282.85,3931743.21,Port Adamtown
44608.43,5.49,7.96,5.15,28281.75,3324044.49,Port Adamtown
70739.29,7.48,6.36,2.9,36787.73,4423891.5,Lake Christinaport
48535.75,6.68,3.93,4.23,47488.37,3487836.15,South Anthony
76524.61,7.16,5.12,2.59,36498.47,4266253.99,Lake Kathleen
54652.1,5.55,7.02,4.88,39670.41,3780721.12,East Lucas
65755.18,6.66,8.58,2.8,38497.58,4299101.55,Jenniferstad
83891.8,4.89,6.75,4.14,26847.75,4108329.33,New Michelleville
61137.83,5.44,6.98,4.18,29380.9,3753379.9,Rebeccaville
77413.3,5.73,7.51,6.18,44472.47,4513428.56,South Anthony
78964.53,6.66,5.48,5.06,38028.49,4364294.27,Jenniferstad
60937.13,5.83,7.11,2.0,41557.01,3893169.19,North Jasonville
69637.12,6.0,7.74,2.7,44817.04,4263582.44,Lake Christinaport
80482.31,6.64,6.77,5.97,31718.98,4359156.95,East Lucas
68084.76,5.53,7.31,2.76,22193.2,3619697.99,Lake Kathleen
79698.57,8.23,7.23,2.98,29963.34,4552463.08,New Michelleville
82917.09,5.85,6.99,3.68,39223.61,4523955.4,Jenniferstad
79161.46,4.6,6.5,5.22,33763.13,4109861.04,New Deniseton
77939.54,6.05,7.16,2.51,40699.57,4340989.36,New Michelleville
81080.83,5.76,5.19,4.57,40835.38,4028102.92,East Lucas
60924.34,8.11,6.97,3.18,38178.2,4265617.96,South Anthony
69710.47,5.37,8.81,3.0,33908.24,4059008.19,Lake Kathleen
58737.74,6.77,9.06,2.86,38093.44,4202895.9,Jenniferstad
65205.1,3.81,8.08,4.16,38731.63,3681215.59,Rebeccaville
64060.12,6.6,6.75,3.33,28892.82,3950361.69,Rebeccaville
76526.43,6.94,7.97,5.0,28374.61,4363382.44,New Deniseton
65117.9,5.53,8.3,2.75,34704.68,4028018.38,East Lucas
78543.51,8.09,7.07,2.97,66484.49,5157484.71,South Anthony
39600.05,5.87,5.28,2.96,46000.89,3301283.8,Port Adamtown
86431.22,6.39,8.22,3.57,38383.73,4536885.22,New Michelleville
62165.05,4.93,7.99,4.32,35283.75,3855188.64,Lake Christinaport
46792.85,4.99,8.31,2.65,39810.87,3583895.02,South Anthony
75129.24,6.36,6.79,7.0,34852.49,4362322.38,Jenniferstad
77201.76,3.92,6.57,4.93,30478.25,3790455.76,Lake Christinaport
74916.5,6.33,5.41,2.0,61227.55,4433743.38,Port Adamtown
89489.88,6.29,5.63,4.8,13657.47,3977651.84,South Anthony
66917.66,7.0,5.56,4.87,33936.52,4009043.51,North Jasonville
67596.74,6.19,8.59,3.93,27669.11,3913488.46,New Michelleville
69770.96,6.03,5.65,5.61,40460.39,4107425.34,East Lucas
57162.0,4.06,7.38,4.03,34971.38,3617783.37,South Anthony
58097.54,5.43,7.5,2.8,38259.44,3679806.91,North Jasonville
81762.13,4.47,6.56,3.7,52598.97,4288631.49,Lake Christinaport
72500.45,5.66,8.55,6.68,37738.89,4417510.36,Lake Christinaport
62175.66,6.25,7.87,4.01,20291.68,3837092.67,South Anthony
70101.21,6.09,5.87,5.56,43735.21,4105913.38,Jenniferstad
79529.0,7.92,7.5,3.74,43941.19,4678052.29,Rebeccaville
62668.23,5.06,6.47,5.1,41609.14,3836045.78,Rebeccaville
67572.3,6.16,6.83,5.7,35986.08,4146139.25,North Jasonville
78018.21,5.33,5.29,2.97,38566.91,3949326.87,South Anthony
79844.19,6.09,6.86,3.94,40212.76,4432151.05,South Anthony
42462.74,5.55,8.21,2.6,35345.1,3617854.23,North Jasonville
56832.64,6.77,8.23,2.13,17592.94,3866708.31,East Lucas
80754.24,7.53,5.41,4.49,36932.95,4296082.77,South Anthony
57662.64,4.37,7.1,4.74,37880.44,3654732.11,Jenniferstad
68561.03,5.8,6.68,3.95,38956.3,4125627.81,Jenniferstad
86537.9,6.6,8.34,3.69,32018.47,4738540.83,Lake Kathleen
74490.88,2.55,6.08,2.26,31123.89,3378833.31,New Michelleville
71320.8,3.63,7.21,4.02,45672.27,3947155.34,Port Adamtown
71231.78,6.91,6.69,3.92,32708.1,4130323.07,New Michelleville
68567.18,6.65,4.24,5.18,36290.97,3929552.59,Lake Kathleen
71612.79,5.01,8.19,3.14,50150.8,4093676.57,Port Adamtown
81308.0,6.12,6.52,3.29,47982.76,4477544.52,Lake Kathleen
54235.82,3.81,8.43,4.62,38452.49,3596499.22,Rebeccaville
67244.99,6.52,6.35,2.23,37014.16,4054476.01,New Deniseton
70893.82,7.45,6.15,4.05,43046.67,4361676.63,South Anthony
73879.4,6.54,7.19,3.25,63859.32,4723659.82,New Deniseton
70514.13,6.55,7.05,4.62,25086.62,3977049.46,East Lucas
63599.46,6.16,5.01,3.7,20570.45,3408892.9,Lake Christinaport
85086.09,6.01,8.11,2.7,25891.96,4143585.0,Jenniferstad
77841.6,5.69,5.25,3.36,36848.83,3931988.52,Rebeccaville
70990.04,6.9,5.61,2.0,51663.16,4544389.49,Lake Christinaport
73019.1,7.52,6.02,3.35,33240.67,4058103.54,New Deniseton
89301.29,6.18,7.17,2.0,34921.68,4459201.18,Rebeccaville
70838.89,5.32,5.8,5.38,33033.47,3778653.83,Port Adamtown
73410.69,6.5,8.67,4.22,13993.93,4053347.72,East Lucas
58553.85,4.74,5.68,2.16,49344.21,3631818.63,New Deniseton
76676.72,8.77,7.9,4.55,39098.47,4738889.99,New Michelleville
68751.87,6.58,7.96,3.88,40265.82,4264253.67,Rebeccaville
55861.07,7.51,6.81,3.19,27483.61,3745763.22,Rebeccaville
93652.28,7.07,7.17,2.84,18444.78,4548355.3,Port Adamtown
66832.82,5.35,8.43,4.28,38719.58,3890799.76,Lake Kathleen
77429.93,7.17,6.97,4.56,35345.22,4304599.92,Rebeccaville
59239.44,6.32,7.97,3.44,30566.08,3756900.38,South Anthony
87130.39,4.95,7.25,3.83,32591.93,4397216.83,East Lucas
75895.79,7.2,4.98,4.32,27406.04,4236619.09,New Michelleville
55493.44,6.71,5.88,2.52,26750.94,3673515.09,East Lucas
61195.75,8.06,7.89,3.44,56917.84,4613564.75,East Lucas
51986.17,6.76,6.35,2.47,6131.3,3230425.89,Lake Christinaport
63105.07,5.9,5.73,5.3,26531.75,3569537.46,New Michelleville
92340.02,7.71,6.45,4.11,36615.52,4701568.44,New Deniseton
42609.13,6.91,6.91,4.36,31379.74,3606562.58,Port Adamtown
45124.56,5.24,8.07,4.06,43668.22,3743336.45,Rebeccaville
58813.94,7.11,7.18,2.0,25458.94,3900989.08,North Jasonville
64575.8,6.0,7.34,4.42,28738.73,3920674.74,East Lucas
68997.63,5.67,7.3,2.0,28625.36,3906376.64,Rebeccaville
54845.14,6.95,7.45,2.0,30362.57,3975986.37,South Anthony
75699.65,5.27,7.25,4.09,24308.85,3906815.86,East Lucas
67954.78,6.33,7.16,5.26,38312.64,4157128.17,East Lucas
53142.16,6.34,5.48,6.09,41995.82,3729729.58,East Lucas
73291.34,6.07,6.56,5.1,25988.43,3953358.11,New Michelleville
70634.62,6.09,7.55,3.65,48295.45,4266243.21,Jenniferstad
67631.0,6.2,8.37,5.22,27815.32,4182399.8,Port Adamtown
51603.17,6.82,6.37,5.64,23677.93,3574082.78,East Lucas
69369.45,6.77,7.38,4.81,47061.9,4329856.24,Port Adamtown
58085.23,6.04,6.18,2.0,29993.32,3504030.4,Rebeccaville
54226.8,6.31,5.31,5.55,40849.22,3664744.68,Lake Christinaport
67204.63,5.1,7.12,2.0,31084.64,3828793.61,New Michelleville
64540.67,7.84,6.3,3.6,48195.11,4432002.41,North Jasonville
78655.61,6.84,6.38,6.67,49445.67,4462749.58,North Jasonville
66822.64,5.75,8.23,4.53,35259.96,4195007.74,Rebeccaville
100683.27,5.98,5.21,3.71,34293.69,4611299.14,South Anthony
96971.2,5.88,6.89,5.83,19024.63,4437392.05,Rebeccaville
58907.44,6.61,6.44,4.44,28547.89,3953180.4,Port Adamtown
56586.76,5.42,6.94,4.55,25407.66,3668486.4,South Anthony
75701.43,4.28,7.31,4.6,14161.71,3688991.01,Rebeccaville
64399.72,5.26,6.51,4.21,33899.17,3735974.53,East Lucas
75130.67,4.9,6.7,5.87,14823.47,3817862.3,Rebeccaville
52731.45,5.46,5.54,4.26,27445.46,3393260.59,Rebeccaville
75978.87,7.18,5.32,2.64,34870.55,4191410.21,New Michelleville
74849.14,5.55,6.22,2.61,40382.21,4261550.66,Port Adamtown
66743.68,6.0,6.36,2.82,39186.81,3942700.58,Port Adamtown
74610.16,5.44,8.79,4.36,31721.27,4273744.25,Rebeccaville
57544.42,7.29,8.39,4.38,44008.89,4363379.45,New Michelleville
65013.56,6.94,7.46,3.28,29908.47,4205848.8,New Michelleville
60449.21,6.26,6.92,4.27,47594.76,4116311.51,North Jasonville
77488.49,5.49,6.58,5.02,31983.38,4114425.83,Rebeccaville
55968.27,5.97,6.58,4.17,37996.73,3891695.58,New Michelleville
53304.59,4.82,6.73,2.79,21870.9,3255422.52,New Michelleville
62229.59,8.7,7.33,3.98,37031.54,4422817.31,New Deniseton
87050.2,6.12,7.06,6.52,36085.31,4358812.6,East Lucas
62402.92,5.61,6.1,4.2,21855.87,3531796.22,South Anthony
65122.68,5.37,6.07,3.58,43610.33,3778976.31,South Anthony
58363.27,6.36,6.79,3.7,24817.03,3794871.66,Rebeccaville
77891.75,6.58,8.12,2.61,31338.45,4284314.85,Port Adamtown
62454.22,5.48,8.78,2.12,17418.18,3711651.25,Lake Christinaport
58522.09,7.24,6.66,4.0,25013.04,3724929.79,North Jasonville
73300.42,5.64,7.71,5.84,31532.08,4213218.96,South Anthony
64690.69,4.54,7.0,2.37,24899.82,3504828.92,Rebeccaville
59104.18,4.3,8.55,6.55,31984.59,3632037.66,Jenniferstad
71046.23,6.19,8.27,5.19,44928.93,4438796.25,North Jasonville
74458.61,6.0,5.87,2.76,41082.3,4084082.34,East Lucas
77216.36,4.73,8.09,3.96,25411.06,4098057.51,New Michelleville
69622.67,7.41,7.51,2.82,41550.35,4590318.84,Rebeccaville
78057.23,4.75,7.98,5.08,46923.15,4361604.16,New Deniseton
61685.87,5.94,7.56,4.35,35028.31,4133926.98,South Anthony
72833.54,5.0,8.61,3.19,42016.01,4336261.75,East Lucas
55278.95,7.85,7.96,4.06,26289.25,3901303.96,Port Adamtown
50818.3,8.04,6.87,4.99,24800.58,3786282.88,North Jasonville
63745.8,7.29,6.3,4.78,35032.81,4206778.03,Jenniferstad
73636.93,4.77,5.47,5.59,27958.01,3586912.66,New Deniseton
69323.57,6.47,8.14,3.2,54990.01,4397848.6,Lake Christinaport
62108.08,6.58,7.96,2.71,32397.96,4077843.88,Lake Christinaport
48602.63,6.42,5.36,3.57,34965.63,3386385.3,South Anthony
61312.92,5.22,7.98,5.26,27289.3,3620687.85,Lake Kathleen
81321.19,7.89,7.36,4.23,50048.86,4851817.32,New Deniseton
77468.61,6.56,5.61,2.61,27259.03,3779978.96,New Deniseton
68310.77,6.0,6.6,2.76,35228.91,4135068.76,North Jasonville
70635.47,4.69,7.63,3.52,25718.63,3836498.03,South Anthony
61710.54,6.28,7.25,3.86,48430.2,4215300.45,New Deniseton
74272.17,7.63,6.38,2.11,23833.92,4274755.02,New Deniseton
72542.41,7.19,6.64,5.18,23911.9,4047714.97,East Lucas
52599.77,4.42,7.91,3.77,33836.33,3512173.41,South Anthony
60102.69,4.62,6.08,5.31,48572.0,3700232.08,Lake Kathleen
87670.89,6.46,6.08,2.0,60160.73,4780156.31,Lake Kathleen
71448.8,5.01,9.22,5.31,31670.32,4298496.73,North Jasonville
79976.73,5.27,6.01,4.03,37043.88,4021231.8,North Jasonville
72004.45,5.58,8.66,4.18,35078.0,4290701.36,Jenniferstad
58064.55,5.59,6.08,5.12,42037.73,3719994.76,South Anthony
75393.92,4.91,5.04,4.42,29091.6,3685593.53,East Lucas
75071.35,5.08,5.85,6.02,41950.83,3945194.71,Port Adamtown
79652.75,4.55,6.59,4.42,26579.56,3958456.17,South Anthony
77763.66,6.51,5.91,2.21,45940.0,4348901.66,Rebeccaville
57835.69,5.34,7.96,5.73,28780.03,3710249.16,New Michelleville
74803.55,5.45,5.69,6.82,36224.82,4098326.24,Lake Kathleen
84818.66,7.65,5.0,5.69,58076.45,4714944.82,Rebeccaville
52446.44,8.11,6.4,2.78,43700.53,4109154.9,New Deniseton
69800.64,4.61,5.8,2.0,34245.21,3633607.36,New Michelleville
69010.52,4.83,9.13,3.66,20073.96,4093636.12,Lake Kathleen
57487.27,5.63,8.59,5.34,36194.67,4017926.89,Port Adamtown
63510.53,6.57,8.06,3.15,53305.83,4337232.24,North Jasonville
73468.91,5.18,7.71,3.78,29740.4,4050062.1,Port Adamtown
88982.61,6.39,7.83,3.38,50396.1,5035306.3,New Deniseton
67350.7,6.2,6.0,4.52,43847.34,4145097.95,East Lucas
69525.07,4.2,6.8,4.83,43007.17,3945136.55,South Anthony
63219.57,5.9,6.83,4.48,51009.01,4044391.52,North Jasonville
46272.88,5.31,9.52,4.2,28985.35,3750356.72,Rebeccaville
66669.77,6.13,9.02,6.21,33703.79,4241261.85,South Anthony
59338.38,5.16,4.66,4.03,53426.87,3861213.12,New Deniseton
79304.16,6.19,7.34,3.89,21195.31,3952525.14,Port Adamtown
50899.74,4.96,7.58,2.22,33864.43,3342397.27,South Anthony
56982.98,5.82,8.17,3.31,29725.94,3782810.59,North Jasonville
74609.91,4.23,8.35,4.2,38091.49,3983830.55,Lake Christinaport
66397.01,8.0,7.64,3.33,45954.08,4529368.28,Port Adamtown
71366.48,5.95,7.23,2.8,55861.05,4636119.72,Lake Christinaport
75251.14,5.7,5.72,3.08,30353.95,4146032.32,Jenniferstad
61036.21,6.93,8.36,4.84,34894.48,4201403.29,Jenniferstad
72471.48,5.36,6.88,3.72,44417.94,4204425.27,South Anthony
66325.32,3.55,6.79,3.05,23363.53,3427752.85,Lake Christinaport
61772.0,6.72,7.07,3.83,39657.18,4062395.65,Jenniferstad
66425.21,5.91,5.96,5.58,24981.03,3862372.76,Lake Christinaport
81696.23,6.54,7.32,2.88,29411.35,4376697.44,Port Adamtown
54113.79,4.01,7.72,2.0,49692.41,3772950.77,North Jasonville
104361.26,5.3,6.45,4.67,48677.52,4918419.97,East Lucas
83935.34,4.91,7.36,4.59,36909.93,4425839.77,Rebeccaville
62306.48,4.06,6.09,5.6,43622.0,3587821.51,New Michelleville
66889.06,5.44,8.21,3.72,31387.55,3924120.11,Lake Christinaport
64896.28,6.57,7.9,5.55,41324.29,4414422.57,Lake Kathleen
70745.25,6.46,6.5,4.68,31413.14,4142988.18,South Anthony
70012.75,5.2,5.96,5.44,15521.59,3320355.12,South Anthony
82743.99,5.55,6.13,3.44,35062.81,4463054.19,New Michelleville
84883.26,4.86,6.34,2.0,27727.41,4110799.0,North Jasonville
80365.21,4.4,8.87,3.74,37789.35,4337837.45,North Jasonville
66735.11,7.46,5.87,6.08,33279.1,4008040.57,New Deniseton
70390.63,7.32,6.0,5.45,24794.35,4026225.28,North Jasonville
61293.86,6.41,6.12,3.64,39902.08,3842205.68,Lake Christinaport
62026.8,5.64,6.86,3.29,39491.97,3866311.88,New Deniseton
84377.07,2.87,7.22,5.39,35589.42,3838494.35,Port Adamtown
74905.47,6.64,8.57,3.9,49002.98,4548806.7,Lake Kathleen
58676.73,6.82,5.81,2.29,39703.8,3761291.61,Lake Kathleen
80266.14,5.64,7.61,5.3,30342.09,4198889.73,Jenniferstad
70488.46,6.39,7.22,5.02,35052.13,4398582.37,Lake Christinaport
83207.83,6.35,6.18,5.24,33424.52,4274094.69,South Anthony
62855.43,5.0,6.13,3.93,45746.9,3879284.28,Jenniferstad
63348.83,5.63,8.31,4.16,30077.23,3860553.99,New Deniseton
72873.84,5.55,6.71,3.41,37712.85,4139754.38,Port Adamtown
73309.15,5.57,4.87,7.0,26156.0,3850355.93,Jenniferstad
66029.61,4.78,7.44,4.44,24368.1,3951392.56,New Michelleville
49821.18,5.75,8.54,5.68,31627.33,3637116.97,Rebeccaville
77902.83,5.03,7.38,4.21,42353.91,4194754.14,Jenniferstad
63504.21,4.79,7.33,2.49,23937.42,3572877.24,Port Adamtown
97047.93,4.95,6.6,3.3,29207.26,4389242.34,South Anthony
55776.59,4.4,6.32,2.64,38840.87,3644765.45,Lake Christinaport
73840.93,5.5,7.88,3.06,40353.25,4425762.55,New Deniseton
66924.53,6.43,7.48,4.01,29748.23,3853967.06,New Deniseton
75729.33,5.59,6.55,2.0,23467.02,3958815.59,Lake Kathleen
63510.28,5.87,7.52,2.59,25446.88,3684466.77,Lake Christinaport
79255.99,5.24,5.89,2.0,43445.22,4255155.17,Jenniferstad
71656.89,5.71,8.27,2.19,31154.68,4229451.74,Lake Christinaport
55004.63,6.04,7.68,3.4,34021.34,4039398.35,South Anthony
59567.97,5.63,5.96,3.93,26485.94,3569097.8,Lake Kathleen
60637.27,5.42,10.03,4.38,39110.88,4084633.16,North Jasonville
73375.84,5.13,6.96,6.95,47953.99,4045701.49,Rebeccaville
73074.8,5.86,6.68,5.82,42713.92,4362501.03,New Deniseton
75384.88,4.52,6.76,4.34,36799.0,3952801.83,Rebeccaville
60295.35,6.0,7.42,2.0,35440.01,3805614.93,Lake Kathleen
64642.67,7.68,5.89,5.64,28260.49,3888544.82,Jenniferstad
66025.38,6.57,8.15,3.38,18599.66,3981906.08,Lake Kathleen
65371.91,5.39,6.83,3.94,40156.25,3981272.62,Jenniferstad
71116.38,6.48,6.4,3.66,28529.13,3932252.7,Rebeccaville
82110.51,5.33,6.52,4.8,26676.25,4015294.71,Port Adamtown
72480.15,5.67,8.26,3.94,39239.23,4315680.83,Port Adamtown
85130.69,7.45,7.5,2.1,28136.98,4414636.89,Jenniferstad
71378.06,4.39,5.21,5.33,26975.03,3374618.21,Port Adamtown
54114.63,6.36,7.67,5.17,35722.91,3770792.36,South Anthony
76254.15,4.8,6.36,5.28,22461.47,3784396.63,New Deniseton
63408.21,3.51,8.06,5.03,40954.39,3865749.03,North Jasonville
51534.96,5.37,5.19,2.21,44346.57,3459758.98,North Jasonville
79135.7,7.27,8.04,2.49,29518.28,4583539.22,Lake Christinaport
68295.01,5.88,6.87,2.0,47404.96,4202212.11,Port Adamtown
49263.97,5.98,8.38,2.36,42431.25,3963962.71,Lake Kathleen
55261.23,6.7,6.88,3.57,52445.53,4323130.19,Lake Christinaport
73099.66,5.43,5.99,2.5,37988.07,3942198.05,East Lucas
58430.59,4.98,4.88,3.74,29512.73,3076979.65,Lake Kathleen
76124.43,5.24,6.98,2.45,16657.16,3717461.72,New Michelleville
76919.25,3.83,7.16,4.56,26050.88,3716728.71,South Anthony
66712.15,5.54,6.72,2.0,53941.82,4182500.62,East Lucas
73687.44,5.79,9.32,4.24,45977.04,4481252.94,New Deniseton
69065.67,5.77,7.48,3.69,54764.67,4216940.82,Jenniferstad
70963.81,6.92,3.93,2.86,32920.71,3927552.69,Jenniferstad
95313.02,7.43,7.52,5.45,49046.12,5027799.11,Jenniferstad
63348.12,5.74,8.08,4.97,25837.24,4064124.8,Rebeccaville
74438.36,5.7,6.26,2.74,30914.78,4155018.5,Lake Christinaport
79137.47,5.25,8.08,5.26,23803.88,4088656.99,East Lucas
84806.56,5.75,7.37,4.26,49901.56,4631647.42,New Michelleville
71494.24,4.89,8.8,3.52,31492.65,3966573.82,New Deniseton
78071.12,6.58,5.95,4.05,47407.48,4489698.46,Lake Christinaport
76106.86,4.68,7.63,3.45,38707.67,4073328.3,North Jasonville
66713.32,6.29,7.44,2.0,28278.03,3973885.4,Lake Kathleen
71706.07,7.2,7.92,2.14,43006.05,4726284.95,New Deniseton
70083.99,6.23,8.14,4.88,26161.22,4086236.81,Port Adamtown
66866.12,7.47,8.46,4.28,28673.96,4496366.73,Lake Kathleen
69556.76,4.66,8.59,4.89,31920.76,4050591.8,Rebeccaville
44146.52,5.03,7.75,4.44,43971.11,3590793.43,Lake Kathleen
85272.28,5.54,6.83,4.02,29526.47,4213121.36,East Lucas
67654.11,5.51,6.08,4.08,51867.37,4155157.75,New Deniseton
65083.7,6.22,6.31,3.18,31898.57,4204888.2,Jenniferstad
74321.5,4.53,5.8,5.59,44771.3,3885317.03,Lake Christinaport
62669.41,5.88,7.41,2.63,33550.43,3872756.76,North Jasonville
76598.86,7.02,6.02,4.52,23854.84,3986262.79,South Anthony
62016.2,6.59,6.79,3.8,34122.72,3829855.19,Lake Kathleen
81394.05,6.69,7.44,4.25,29256.45,4144391.16,Port Adamtown
81232.15,5.19,5.77,3.74,27260.55,3921927.92,Jenniferstad
68860.02,5.64,7.6,3.06,39730.4,4182114.56,New Deniseton
66895.65,6.25,6.85,5.04,42701.44,4150439.18,Port Adamtown
60658.89,4.74,8.03,2.82,35810.23,3906610.34,Rebeccaville
60837.01,5.2,7.45,2.0,36704.39,3826171.96,Lake Christinaport
70468.23,5.61,4.92,3.23,19130.98,3586062.45,East Lucas
47231.96,5.36,6.72,5.26,34436.5,3320975.7,Rebeccaville
75560.25,6.48,7.33,4.77,45989.96,4411741.28,Rebeccaville
80377.81,4.89,7.95,4.15,46953.99,4450397.0,New Michelleville
70363.46,5.11,7.15,4.31,43111.89,4140478.79,North Jasonville
71626.46,7.77,6.74,4.82,27452.84,4186642.1,Rebeccaville
66014.23,6.07,7.32,3.61,41747.67,4067794.29,South Anthony
49401.96,5.61,8.1,4.66,29159.95,3529653.82,Port Adamtown
80595.71,5.74,6.0,3.08,43662.64,4157911.81,Lake Christinaport
59706.7,5.87,8.25,2.38,31137.69,3971289.73,Port Adamtown
55331.76,5.82,7.38,2.0,26878.9,3637971.09,Jenniferstad
76791.05,6.92,7.18,2.0,32796.88,4247190.03,South Anthony
61545.42,6.67,5.47,3.72,34396.16,3837279.03,New Michelleville
63462.17,6.77,6.12,4.31,37148.41,3903984.26,South Anthony
68641.12,6.72,8.32,4.52,34105.16,4399569.9,Rebeccaville
67975.22,4.58,7.94,3.41,39431.67,3894957.12,Port Adamtown
70126.13,7.02,7.6,4.66,54013.6,4407299.33,Lake Christinaport
76667.86,4.91,5.65,5.51,27741.01,3538823.23,Lake Christinaport
75287.68,6.12,6.96,3.76,25573.47,3898589.77,East Lucas
60041.6,6.09,5.89,5.37,40864.9,3901326.9,Rebeccaville
59338.43,7.68,8.07,3.88,39154.74,4325598.65,New Michelleville
58828.76,5.78,8.67,3.97,20007.5,3660423.49,South Anthony
48266.47,4.47,9.12,5.12,21741.09,3305323.9,Rebeccaville
63188.31,5.5,7.89,3.62,46628.99,3936679.21,Port Adamtown
54913.23,7.74,7.02,2.83,41861.85,4029926.61,North Jasonville
69947.0,6.3,7.0,4.94,37397.89,4359991.39,South Anthony
64573.09,5.85,8.82,3.15,32869.05,4182840.85,New Michelleville
80306.2,5.65,7.07,3.3,30414.6,4274284.4,North Jasonville
66058.26,5.06,5.97,5.62,37855.27,3840542.77,New Deniseton
69349.32,5.59,8.28,4.74,53077.98,4397156.78,Jenniferstad
64996.04,5.58,6.96,2.46,29493.83,3791893.7,Lake Kathleen
51867.88,4.63,7.33,3.85,38762.52,3504181.45,Jenniferstad
59243.32,4.5,7.03,4.37,42216.48,3647240.75,New Michelleville
58012.82,8.18,7.51,2.74,40661.4,4487177.54,Lake Kathleen
66299.98,5.92,8.47,6.55,35436.17,4149879.48,New Deniseton
65845.86,4.51,7.29,3.89,35767.26,3742032.73,Jenniferstad
78040.15,6.47,7.64,4.13,37923.73,4460153.04,Jenniferstad
61250.45,6.22,6.68,5.0,31965.12,3749003.9,Port Adamtown
59758.18,6.92,5.24,2.7,30147.81,3763350.8,North Jasonville
71541.83,5.88,6.79,3.55,45935.83,4093520.86,Rebeccaville
52281.9,6.02,7.38,5.28,26250.79,3733644.21,New Michelleville
89359.66,6.47,6.82,6.64,23534.39,4334278.07,North Jasonville
85230.18,6.95,5.7,5.1,34970.86,4334883.71,South Anthony
79014.87,4.75,8.29,2.24,44782.2,4185677.88,North Jasonville
56339.7,5.66,5.66,3.51,27946.56,3358595.64,Lake Kathleen
73524.73,5.65,6.45,2.27,38511.2,4193732.75,North Jasonville
69214.09,5.7,7.13,4.5,37381.48,3968746.1,Lake Christinaport
52218.93,6.07,6.35,5.06,23941.85,3364307.11,East Lucas
75747.82,6.11,8.03,4.4,34952.46,4357649.53,East Lucas
61474.84,6.86,5.64,5.56,58864.58,4270208.9,New Deniseton
60146.32,5.04,6.32,6.32,33416.23,3665902.39,Port Adamtown
66382.77,4.99,6.29,4.24,26471.82,3688186.06,North Jasonville
77737.6,8.09,6.14,5.3,42006.05,4689456.28,Jenniferstad
